,UNITID,OPEID,OPEID6,INSTNM,AGEGE24,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,SD_EARN_WNE_P10,COUNT_WNE_INC1_P10,COUNT_WNE_INC2_P10,COUNT_WNE_INC3_P10,COUNT_WNE_INDEP0_INC1_P10,COUNT_WNE_INDEP0_P10,COUNT_WNE_INDEP1_P10,COUNT_WNE_MALE0_P10,COUNT_WNE_MALE1_P10,GT_25K_P10,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10,MN_EARN_WNE_INDEP0_INC1_P10,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,SD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_WNE_INDEP1_P6,COUNT_WNE_MALE0_P6,COUNT_WNE_MALE1_P6,GT_25K_P6,MN_EARN_WNE_INC1_P6,MN_EARN_WNE_INC2_P6,MN_EARN_WNE_INC3_P6,MN_EARN_WNE_INDEP0_INC1_P6,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,GT_25K_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,PCT10_EARN_WNE_P8,PCT25_EARN_WNE_P8,PCT75_EARN_WNE_P8,PCT90_EARN_WNE_P8,SD_EARN_WNE_P8,GT_25K_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,GT_25K_P9,GT_28K_P10,GT_28K_P8,GT_28K_P6
2008,180461,253200,2532,Montana State University,0.18000000715255,91.2200012207031,0.81999999284744,1.11000001430511,2.86999988555908,20.1599998474121,9.05000019073486,96.0999984741211,53207.14,8.57999992370605,3.78999996185302,10.8400001525878,395.0,3481.0,48900.0,43200.0,9700.0,26700.0,63500.0,84200.0,36000.0,1109.0,1220.0,1152.0,479.0,2611.0,870.0,1630.0,1851.0,0.744,45700.0,48400.0,52500.0,40600.0,49300.0,47500.0,41300.0,55500.0,229.0,2677.0,38000.0,33500.0,9000.0,21000.0,50900.0,62300.0,25200.0,847.0,832.0,998.0,418.0,2044.0,633.0,1270.0,1407.0,0.654,35400.0,39200.0,39300.0,31700.0,37700.0,39000.0,33900.0,41800.0,305.0,3114.0,37300.0,24900.0,0.65960180759429,264.0,3056.0,43300.0,38300.0,10200.0,24600.0,57000.0,72600.0,29000.0,0.725,292.0,3146.0,42300.0,30600.0,0.70375078916549,0.729,0.691,0.607
1754,172699,233000,2330,Western Michigan University,0.09000000357627,87.4899978637695,7.23999977111816,1.82000005245208,3.16000008583068,16.2099990844726,9.60999965667724,94.4899978637695,69141.32,5.59999990463256,3.22000002861023,11.1000003814697,600.0,7063.0,50500.0,45000.0,13200.0,29800.0,65000.0,80600.0,34400.0,1430.0,1794.0,3839.0,616.0,6065.0,998.0,3495.0,3568.0,0.793,46100.0,49100.0,52800.0,43400.0,51100.0,47100.0,42900.0,58000.0,362.0,5713.0,35300.0,32300.0,10300.0,19700.0,46800.0,60100.0,22000.0,1410.0,1606.0,2697.0,740.0,4818.0,895.0,2874.0,2839.0,0.61,31800.0,35300.0,37100.0,31300.0,35000.0,36700.0,31100.0,39500.0,426.0,6008.0,39000.0,26700.0,0.71155124902725,526.0,7580.0,42400.0,38200.0,12400.0,24900.0,54000.0,72600.0,33400.0,0.741,519.0,5903.0,44300.0,32500.0,0.76351010799407,0.77,0.696,0.587
693,133951,963500,9635,Florida International University,0.23999999463558,72.7200012207031,17.0100002288818,1.94000005722045,50.0999984741211,13.789999961853,9.11999988555908,52.1100006103515,58110.89,11.6000003814697,4.42000007629394,10.9200000762939,931.0,7200.0,52000.0,46300.0,12500.0,29200.0,67700.0,88000.0,36700.0,3690.0,2573.0,937.0,1479.0,4664.0,2536.0,4272.0,2928.0,0.783,51000.0,52500.0,54900.0,49300.0,50600.0,54600.0,48400.0,57300.0,791.0,7426.0,41500.0,38700.0,9000.0,23300.0,54400.0,67000.0,31100.0,3849.0,2569.0,1008.0,1879.0,4375.0,3051.0,4318.0,3108.0,0.704,39800.0,43600.0,42600.0,33800.0,39200.0,44800.0,39100.0,44800.0,746.0,5695.0,41700.0,29400.0,0.72467076778411,921.0,8086.0,46000.0,43000.0,11000.0,26500.0,60400.0,78900.0,30900.0,0.745,718.0,5357.0,48000.0,32200.0,0.77860742807388,0.764,0.731,0.684
3326,219356,347100,3471,South Dakota State University,0.10999999940395,93.5800018310547,0.64999997615814,0.74000000953674,1.83000004291534,15.4899997711181,6.03999996185302,97.4700012207031,53049.11,7.09000015258789,2.48000001907348,10.8500003814697,273.0,3872.0,50200.0,44400.0,15500.0,31200.0,62600.0,80000.0,32100.0,793.0,1506.0,1573.0,373.0,3300.0,572.0,1998.0,1874.0,0.808,48800.0,48700.0,52200.0,43500.0,49600.0,53200.0,44500.0,56200.0,146.0,3581.0,41100.0,37900.0,14400.0,27000.0,51400.0,63500.0,25100.0,719.0,1279.0,1583.0,400.0,3004.0,577.0,1818.0,1763.0,0.765,36700.0,40600.0,43400.0,34600.0,40800.0,42400.0,38100.0,44100.0,174.0,3367.0,40400.0,25900.0,0.7525987625122,200.0,3446.0,45600.0,40600.0,14200.0,28800.0,56200.0,72400.0,28500.0,0.797,189.0,2914.0,43700.0,28000.0,0.77522307634353,0.799,0.76,0.731
3642,230728,367700,3677,Utah State University,0.28999999165534,90.5599975585937,0.85000002384185,1.66999995708465,6.96000003814697,18.0599994659423,8.67000007629394,93.5699996948242,60534.36,7.38999986648559,3.56999993324279,10.9799995422363,1075.0,4313.0,49600.0,43200.0,6300.0,23100.0,67100.0,88000.0,42700.0,2171.0,1268.0,874.0,386.0,1923.0,2390.0,1895.0,2418.0,0.723,51500.0,47200.0,48400.0,41600.0,45200.0,53100.0,30400.0,64700.0,766.0,4359.0,37400.0,33900.0,5400.0,19000.0,50800.0,64100.0,31600.0,1931.0,1358.0,1070.0,307.0,2034.0,2325.0,2185.0,2174.0,0.632,37700.0,38200.0,35800.0,28700.0,33900.0,40500.0,26900.0,48000.0,992.0,4136.0,38800.0,31000.0,0.64869439601898,879.0,3837.0,43400.0,39400.0,6100.0,21800.0,59200.0,78200.0,30900.0,0.707,1236.0,4741.0,44900.0,40200.0,0.70301622152328,0.698,0.67,0.606
2664,201104,301200,3012,Ashland University,0.28000000119209,90.4199981689453,6.13000011444091,1.25,1.85000002384185,15.0100002288818,7.48999977111816,96.3000030517578,64491.65,5.88000011444091,2.65000009536743,11.039999961853,142.0,1529.0,42900.0,40400.0,12500.0,28600.0,52600.0,66800.0,30900.0,407.0,497.0,625.0,91.0,931.0,598.0,997.0,532.0,0.783,38300.0,43300.0,45600.0,36900.0,43300.0,42200.0,40300.0,47800.0,81.0,1293.0,36000.0,34300.0,11100.0,24300.0,44200.0,53000.0,20100.0,320.0,398.0,575.0,97.0,907.0,386.0,777.0,516.0,0.709,33300.0,33900.0,38900.0,30200.0,34900.0,38500.0,33700.0,39400.0,109.0,1415.0,35300.0,20000.0,0.71448761224746,100.0,1165.0,40000.0,37700.0,13500.0,26800.0,49800.0,59700.0,22900.0,0.751,101.0,1192.0,39900.0,23200.0,0.75838923454284,0.761,0.73,0.674
975,145619,176700,1767,Benedictine University,0.34000000357627,77.0899963378906,12.1000003814697,4.90000009536743,9.28999996185302,20.5200004577636,10.6700000762939,87.4000015258789,80587.19,4.84000015258789,3.16000008583068,11.25,116.0,792.0,56400.0,49000.0,15400.0,30100.0,71900.0,97500.0,45900.0,189.0,291.0,312.0,54.0,483.0,309.0,493.0,299.0,0.765,52400.0,51600.0,63200.0,56200.0,57800.0,54200.0,50300.0,66500.0,99.0,1025.0,43700.0,40000.0,7900.0,23500.0,57400.0,74700.0,29600.0,274.0,361.0,390.0,58.0,582.0,443.0,621.0,404.0,0.703,35500.0,44500.0,48500.0,35500.0,39900.0,48600.0,40900.0,47900.0,82.0,645.0,45300.0,30300.0,0.75348836183547,107.0,975.0,50400.0,46500.0,10300.0,28600.0,65900.0,84300.0,33600.0,0.77,82.0,657.0,54100.0,34800.0,0.82952815294265,0.773,0.76,0.697
2539,198561,292900,2929,Gardner-Webb University,0.40000000596046,80.0299987792968,15.539999961853,1.24000000953674,3.92000007629394,12.289999961853,5.59999990463256,95.0699996948242,54757.84,8.4399995803833,3.13000011444091,10.8800001144409,155.0,1170.0,41600.0,38700.0,10200.0,25600.0,53000.0,70200.0,26200.0,332.0,468.0,370.0,100.0,621.0,549.0,793.0,377.0,0.76,34400.0,42600.0,46700.0,36400.0,41000.0,42300.0,39000.0,46900.0,90.0,1092.0,35100.0,33200.0,10400.0,21500.0,44500.0,56400.0,22100.0,352.0,409.0,331.0,114.0,581.0,511.0,749.0,343.0,0.65,30000.0,35800.0,39700.0,26100.0,31900.0,38700.0,34500.0,36400.0,116.0,1076.0,36200.0,21900.0,0.70539033412933,126.0,1135.0,37700.0,35700.0,10600.0,23600.0,47700.0,62300.0,22200.0,0.71,131.0,1105.0,39100.0,23600.0,0.73031675815582,0.705,0.679,0.63
843,139940,157400,1574,Georgia State University,0.23999999463558,59.9399986267089,31.8500003814697,3.45000004768371,6.38000011444091,20.6200008392334,10.2600002288818,88.5899963378906,72190.32,7.78000020980835,3.52999997138977,11.1300001144409,685.0,5377.0,48200.0,43300.0,10200.0,26000.0,62700.0,81800.0,34000.0,2044.0,1935.0,1398.0,750.0,3589.0,1788.0,3332.0,2045.0,0.744,45600.0,49400.0,50200.0,43100.0,46900.0,50600.0,44100.0,54700.0,642.0,6459.0,38100.0,35200.0,8800.0,20900.0,50700.0,62800.0,24900.0,2455.0,2202.0,1802.0,843.0,4337.0,2122.0,3968.0,2491.0,0.666,37300.0,38900.0,38400.0,31000.0,35800.0,42900.0,36000.0,41600.0,597.0,4650.0,38400.0,26100.0,0.6836559176445,666.0,5576.0,43300.0,39400.0,9800.0,23400.0,56400.0,72200.0,30700.0,0.711,631.0,4641.0,43900.0,31000.0,0.73303169012069,0.725,0.689,0.63
3333,219471,347400,3474,University of South Dakota,0.28999999165534,92.4499969482422,1.05999994277954,0.89999997615814,2.34999990463256,16.5200004577636,6.96000003814697,96.9199981689453,53799.09,7.32000017166137,2.55999994277954,10.8599996566772,228.0,2665.0,49500.0,42000.0,12600.0,28600.0,58700.0,73400.0,45400.0,813.0,986.0,866.0,214.0,1658.0,1007.0,1670.0,995.0,0.79,53800.0,46600.0,48700.0,38800.0,45600.0,55800.0,44200.0,58300.0,149.0,2413.0,37100.0,35200.0,12400.0,23900.0,46900.0,58700.0,23000.0,662.0,868.0,883.0,183.0,1612.0,801.0,1605.0,808.0,0.707,34700.0,37300.0,38700.0,32100.0,36300.0,38800.0,35300.0,40800.0,167.0,2411.0,38700.0,35900.0,0.71464121341705,174.0,2759.0,44500.0,39700.0,13200.0,27600.0,53500.0,65200.0,37100.0,0.769,181.0,2186.0,42500.0,31100.0,0.75937783718109,0.76,0.742,0.671
1751,172644,232900,2329,Wayne State University,0.30000001192092,58.0900001525879,35.7299995422363,2.16000008583068,2.78999996185302,12.6899995803833,7.63999986648559,91.3000030517578,61912.62,11.5299997329711,4.65000009536743,10.9600000381469,897.0,5638.0,52300.0,40800.0,10100.0,23300.0,62700.0,93500.0,53900.0,2578.0,1795.0,1265.0,615.0,3227.0,2411.0,3429.0,2209.0,0.725,55500.0,48600.0,50800.0,40400.0,44500.0,62600.0,46700.0,61000.0,603.0,5191.0,37900.0,32600.0,6500.0,18700.0,50700.0,67000.0,29300.0,2560.0,1485.0,1146.0,819.0,3178.0,2013.0,3109.0,2082.0,0.608,36900.0,38200.0,39500.0,27200.0,33100.0,45300.0,35300.0,41700.0,672.0,3965.0,43300.0,42200.0,0.65573769807815,818.0,5249.0,44300.0,37100.0,8800.0,20400.0,57300.0,84200.0,39700.0,0.659,625.0,3406.0,48200.0,44400.0,0.71638286113739,0.695,0.639,0.578
663,132471,146600,1466,Barry University,0.5,68.2799987792968,21.7600002288818,2.24000000953674,29.5699996948242,14.1400003433227,8.72999954223632,67.1600036621093,58621.88,11.289999961853,4.21999979019165,10.9200000762939,293.0,2293.0,50900.0,45800.0,13800.0,29500.0,65800.0,93200.0,33500.0,816.0,906.0,571.0,280.0,967.0,1326.0,1648.0,645.0,0.792,46200.0,51000.0,57300.0,44100.0,46200.0,54300.0,48800.0,56100.0,209.0,1831.0,43700.0,39400.0,10700.0,23800.0,58100.0,77200.0,29600.0,680.0,682.0,469.0,253.0,784.0,1047.0,1292.0,539.0,0.741,35400.0,44100.0,55300.0,36600.0,34800.0,50400.0,41200.0,49900.0,258.0,1957.0,46500.0,32900.0,0.78129792213439,247.0,1996.0,47800.0,43000.0,11400.0,26500.0,61200.0,82800.0,38400.0,0.769,276.0,2213.0,51500.0,35000.0,0.81111615896224,0.765,0.738,0.694
897,142115,161600,1616,Boise State University,0.38999998569488,89.5899963378906,0.87000000476837,1.54999995231628,8.59000015258789,17.25,7.71999979019165,93.1999969482422,58298.66,7.19999980926513,3.35999989509582,10.9499998092651,846.0,5092.0,43100.0,37100.0,7800.0,22400.0,55800.0,75100.0,36400.0,2191.0,1883.0,1018.0,436.0,2372.0,2720.0,2671.0,2421.0,0.706,39700.0,45600.0,46100.0,39100.0,43400.0,42900.0,35700.0,51300.0,576.0,4883.0,35600.0,31000.0,6700.0,18600.0,45900.0,57800.0,33800.0,1927.0,1666.0,1290.0,522.0,2659.0,2224.0,2491.0,2392.0,0.596,33700.0,36000.0,37900.0,28000.0,34200.0,37200.0,31600.0,39700.0,725.0,4594.0,34800.0,29100.0,0.62494558095932,708.0,4802.0,39200.0,34000.0,8000.0,20900.0,50600.0,67300.0,33800.0,0.665,716.0,4230.0,39000.0,35300.0,0.67092198133468,0.668,0.629,0.569
813,138947,155900,1559,Clark Atlanta University,0.05000000074505,45.1699981689453,42.1599998474121,4.03000020980835,11.3900003433227,15.0600004196167,8.39000034332275,85.5100021362304,60451.55,12.079999923706,4.67000007629394,10.9399995803833,181.0,1458.0,38200.0,35500.0,6600.0,21200.0,50600.0,71600.0,24700.0,536.0,542.0,380.0,460.0,1315.0,143.0,1039.0,419.0,0.671,35100.0,37900.0,42800.0,34100.0,38200.0,38100.0,38100.0,38400.0,116.0,1261.0,28400.0,26700.0,5000.0,14500.0,37600.0,49000.0,18300.0,502.0,442.0,317.0,328.0,1168.0,93.0,916.0,345.0,0.492,27900.0,27700.0,30300.0,25300.0,27800.0,35700.0,28500.0,28100.0,155.0,1249.0,31000.0,21000.0,0.57085669040679,133.0,1404.0,32600.0,29800.0,7100.0,17300.0,43400.0,60400.0,21500.0,0.585,213.0,1364.0,35100.0,25900.0,0.62463343143463,0.637,0.536,0.469
2699,202134,303200,3032,Cleveland State University,0.38999998569488,72.4400024414062,22.579999923706,1.5900000333786,3.40000009536743,15.0900001525878,8.73999977111816,93.0199966430664,57782.89,9.92000007629394,3.6800000667572,10.8999996185302,508.0,3440.0,46400.0,41300.0,9700.0,24700.0,61000.0,77800.0,34700.0,1535.0,1178.0,727.0,427.0,1734.0,1706.0,1909.0,1531.0,0.747,43300.0,47800.0,50700.0,38000.0,44700.0,48200.0,42000.0,52000.0,377.0,3323.0,37200.0,34100.0,8000.0,20500.0,49400.0,65700.0,24300.0,1423.0,1106.0,794.0,397.0,1873.0,1450.0,1881.0,1442.0,0.661,33600.0,39700.0,40400.0,27800.0,34900.0,40200.0,34600.0,40600.0,403.0,2937.0,38200.0,25300.0,0.68403130769729,420.0,3209.0,42000.0,38100.0,8900.0,23600.0,55400.0,72800.0,27900.0,0.711,419.0,2882.0,41600.0,27600.0,0.72414988279342,0.711,0.676,0.619
1682,169798,225900,2259,Eastern Michigan University,0.23999999463558,76.5999984741211,17.3999996185302,2.60999989509582,2.69000005722045,16.1100006103515,10.5699996948242,93.2300033569336,69989.0,6.90000009536743,3.35999989509582,11.1099996566772,661.0,4895.0,43900.0,39300.0,9400.0,25000.0,55800.0,70700.0,31400.0,1483.0,1452.0,1960.0,569.0,3381.0,1514.0,2753.0,2142.0,0.723,40200.0,44000.0,46500.0,37200.0,43400.0,44800.0,38200.0,51200.0,475.0,5108.0,35300.0,32000.0,8800.0,19500.0,46700.0,57900.0,23600.0,1857.0,1445.0,1806.0,492.0,3396.0,1712.0,2856.0,2252.0,0.616,33000.0,35900.0,37300.0,27800.0,32800.0,40400.0,32900.0,38400.0,492.0,3979.0,34700.0,23800.0,0.62528270483016,506.0,4797.0,40100.0,36700.0,9300.0,22200.0,51600.0,65300.0,30700.0,0.686,536.0,3984.0,38900.0,30600.0,0.69653612375259,0.706,0.654,0.579
3358,220075,348700,3487,East Tennessee State University,0.25999999046325,93.1600036621093,4.26000022888183,0.68999999761581,1.53999996185302,12.1700000762939,6.65999984741211,97.4899978637695,47640.99,10.4899997711181,3.16000008583068,10.7399997711181,466.0,2781.0,40600.0,35100.0,8700.0,21100.0,51800.0,69400.0,31800.0,1150.0,938.0,693.0,463.0,1837.0,944.0,1585.0,1196.0,0.68,36900.0,43000.0,43400.0,35900.0,39700.0,42300.0,36500.0,46000.0,385.0,3379.0,32700.0,29500.0,6800.0,18400.0,42200.0,54500.0,24700.0,1329.0,1179.0,871.0,461.0,2359.0,1020.0,1919.0,1460.0,0.578,31900.0,32700.0,34100.0,25400.0,29900.0,39200.0,31700.0,34100.0,366.0,2506.0,33700.0,24400.0,0.6125299334526,412.0,3103.0,37100.0,33400.0,8300.0,20200.0,47500.0,63900.0,26600.0,0.631,394.0,2495.0,36800.0,36000.0,0.62885773181915,0.633,0.605,0.536
683,133669,148100,1481,Florida Atlantic University,0.33000001311302,74.9700012207031,16.9200000762939,2.05999994277954,14.6099996566772,16.0200004577636,8.85999965667724,77.3199996948242,63066.25,8.21000003814697,3.24000000953674,11.0,761.0,5646.0,48300.0,43200.0,11000.0,27500.0,61500.0,84800.0,33800.0,2543.0,1934.0,1169.0,894.0,3309.0,2337.0,3555.0,2091.0,0.762,46200.0,49200.0,51300.0,46400.0,47400.0,49600.0,45200.0,53700.0,623.0,5497.0,38800.0,36200.0,9300.0,22500.0,49400.0,64900.0,29300.0,2534.0,1838.0,1125.0,809.0,3137.0,2360.0,3287.0,2210.0,0.686,37300.0,40000.0,40000.0,32600.0,36100.0,42300.0,37400.0,40800.0,625.0,4462.0,39200.0,26000.0,0.71021962165832,626.0,5143.0,44200.0,40500.0,10200.0,25300.0,56600.0,73700.0,29900.0,0.736,663.0,4535.0,45200.0,38300.0,0.74487322568893,0.744,0.713,0.658
842,139931,157200,1572,Georgia Southern University,0.09000000357627,68.6100006103515,26.1100006103515,1.90999996662139,4.09000015258789,15.869999885559,8.42000007629394,93.2099990844726,62772.56,9.61999988555908,3.42000007629394,10.9700002670288,467.0,4392.0,46100.0,41900.0,12000.0,27400.0,59200.0,75900.0,29200.0,1108.0,1362.0,1922.0,572.0,3814.0,578.0,2134.0,2258.0,0.764,43200.0,44400.0,49100.0,39800.0,46400.0,44300.0,41100.0,50900.0,341.0,4483.0,36800.0,33700.0,9300.0,21100.0,48600.0,57600.0,26000.0,1100.0,1349.0,2034.0,594.0,3926.0,557.0,2081.0,2402.0,0.639,34700.0,34300.0,39500.0,30200.0,36300.0,39700.0,33300.0,39800.0,353.0,3485.0,36700.0,23400.0,0.68493545055389,373.0,4369.0,42500.0,38500.0,10700.0,25200.0,55500.0,67800.0,26900.0,0.73,379.0,3649.0,41500.0,26100.0,0.73828446865081,0.742,0.702,0.616
1120,151324,180700,1807,Indiana State University,0.17000000178813,88.6500015258789,7.84999990463257,0.91000002622604,2.65000009536743,11.4499998092651,7.19999980926513,96.9700012207031,56049.16,7.65999984741211,3.41000008583068,10.8999996185302,315.0,2966.0,42600.0,39000.0,9800.0,25900.0,55600.0,67400.0,26700.0,805.0,1033.0,1128.0,447.0,2417.0,549.0,1488.0,1478.0,0.729,40700.0,42100.0,44300.0,34600.0,41800.0,46200.0,37200.0,48000.0,199.0,2822.0,34400.0,31800.0,9200.0,20300.0,43600.0,56100.0,20900.0,836.0,946.0,1040.0,385.0,2200.0,622.0,1543.0,1279.0,0.626,30700.0,34100.0,37600.0,26800.0,32800.0,39900.0,31900.0,37400.0,258.0,2757.0,34100.0,21000.0,0.65614801645278,237.0,2662.0,38500.0,35400.0,9900.0,23200.0,49500.0,64000.0,23800.0,0.716,304.0,2901.0,37600.0,23100.0,0.70837640762329,0.715,0.665,0.595
1861,175856,241000,2410,Jackson State University,0.25,38.9099998474121,57.9199981689453,0.87000000476837,2.72000002861022,12.6000003814697,6.78000020980835,97.0899963378906,43401.54,19.1399993896484,5.32999992370605,10.619999885559,254.0,2093.0,33700.0,30000.0,9200.0,17400.0,44400.0,63100.0,23400.0,1288.0,601.0,204.0,697.0,1451.0,642.0,1199.0,894.0,0.594,31000.0,36800.0,42100.0,30900.0,34500.0,32000.0,31900.0,36300.0,188.0,1826.0,27800.0,25100.0,6100.0,14900.0,36100.0,47600.0,18600.0,1137.0,502.0,187.0,580.0,1251.0,575.0,1001.0,825.0,0.465,26100.0,29500.0,33100.0,24000.0,26800.0,29900.0,25900.0,30000.0,221.0,1556.0,27600.0,19600.0,0.49807196855545,217.0,1862.0,31200.0,28000.0,6900.0,16400.0,40200.0,53700.0,24700.0,0.527,233.0,1737.0,31800.0,21700.0,0.58031088113784,0.538,0.501,0.427
3508,226091,358100,3581,Lamar University,0.23000000417232,65.5699996948242,23.9699993133544,2.63000011444091,13.2200002670288,11.9499998092651,5.13000011444091,91.2600021362304,53474.77,12.4200000762939,4.19999980926513,10.8400001525878,392.0,2647.0,46000.0,39500.0,9400.0,24200.0,58800.0,89300.0,33600.0,1181.0,877.0,589.0,521.0,1733.0,914.0,1596.0,1051.0,0.743,42000.0,46200.0,53800.0,39800.0,45900.0,46300.0,38400.0,57600.0,249.0,2492.0,37200.0,32200.0,7500.0,18800.0,49700.0,65500.0,26200.0,1118.0,816.0,558.0,539.0,1726.0,766.0,1520.0,972.0,0.618,34900.0,38000.0,40700.0,27900.0,35900.0,40300.0,32700.0,44300.0,278.0,2204.0,37600.0,25100.0,0.66787660121917,265.0,2319.0,42000.0,36000.0,8500.0,21700.0,54800.0,76300.0,31400.0,0.692,376.0,2473.0,43600.0,32000.0,0.72219973802566,0.693,0.658,0.581
3701,232557,2053000,20530,Liberty University,0.37999999523162,79.1299972534179,14.329999923706,2.00999999046325,5.55999994277954,14.8400001525878,7.84000015258789,93.0,62401.61,7.59999990463257,3.08999991416931,10.9899997711181,961.0,4460.0,41400.0,36700.0,8000.0,20600.0,55100.0,77700.0,32100.0,1155.0,1694.0,1611.0,171.0,2869.0,1591.0,2278.0,2182.0,0.665,36400.0,40800.0,45500.0,37000.0,40500.0,43000.0,33700.0,49400.0,1605.0,8709.0,35800.0,32100.0,7600.0,18500.0,46900.0,59900.0,26100.0,2565.0,3245.0,2899.0,423.0,4014.0,4695.0,4603.0,4106.0,0.606,29700.0,36400.0,40600.0,28600.0,31400.0,39600.0,30800.0,41500.0,585.0,3514.0,33500.0,23400.0,0.61269211769104,984.0,5475.0,38600.0,34600.0,6500.0,19700.0,50800.0,64500.0,30500.0,0.648,367.0,1990.0,39400.0,29500.0,0.6668341755867,0.641,0.622,0.576
1928,177968,248000,2480,Lindenwood University,0.31000000238418,84.2300033569336,11.5699996948242,1.35000002384185,3.60999989509582,16.2099990844726,8.02999973297119,95.8600006103515,68730.21,6.15999984741211,3.20000004768371,11.0900001525878,218.0,2274.0,47000.0,41300.0,12200.0,26800.0,60300.0,76800.0,32900.0,482.0,730.0,1062.0,155.0,1483.0,791.0,1239.0,1035.0,0.752,38900.0,48200.0,49900.0,43300.0,44300.0,52100.0,41500.0,53600.0,179.0,2453.0,37900.0,34400.0,10400.0,22100.0,49300.0,61400.0,24200.0,666.0,764.0,1023.0,164.0,1454.0,999.0,1352.0,1101.0,0.679,31500.0,40300.0,40300.0,30000.0,33500.0,44300.0,35400.0,41000.0,149.0,1750.0,37500.0,25000.0,0.68000000715255,171.0,2286.0,43600.0,39400.0,11900.0,25800.0,55600.0,70500.0,28800.0,0.742,155.0,1728.0,42300.0,30400.0,0.74131941795349,0.735,0.718,0.645
3390,220978,351000,3510,Middle Tennessee State University,0.20999999344348,82.2900009155273,13.1899995803833,1.47000002861022,3.08999991416931,15.7600002288818,7.40000009536743,95.2699966430664,60340.43,7.84999990463257,3.23000001907348,10.9600000381469,726.0,5777.0,44400.0,38700.0,9900.0,25100.0,55600.0,72200.0,35800.0,1993.0,1886.0,1898.0,699.0,4118.0,1659.0,2980.0,2797.0,0.728,41700.0,44000.0,47700.0,37300.0,44000.0,45400.0,39000.0,50200.0,513.0,6701.0,33600.0,31200.0,8100.0,19400.0,43000.0,54700.0,25600.0,2219.0,2264.0,2218.0,877.0,5003.0,1698.0,3469.0,3232.0,0.621,32600.0,33900.0,34200.0,27300.0,32100.0,37900.0,31300.0,36100.0,498.0,4966.0,34900.0,32200.0,0.64699959754943,625.0,6062.0,39200.0,35600.0,9600.0,22800.0,49900.0,64800.0,26300.0,0.69,579.0,4770.0,38600.0,27500.0,0.6981132030487,0.708,0.663,0.574
1503,163453,208300,2083,Morgan State University,0.10000000149011,39.1800003051757,52.2599983215332,3.14000010490417,6.15000009536743,14.7600002288818,9.76000022888183,87.7600021362304,63566.62,10.5200004577636,4.48999977111816,11.0,260.0,2344.0,42600.0,40500.0,10100.0,23400.0,56300.0,77600.0,26600.0,804.0,919.0,621.0,377.0,1983.0,361.0,1262.0,1082.0,0.709,39900.0,42600.0,46000.0,42800.0,42700.0,42200.0,41400.0,44000.0,183.0,2195.0,30300.0,27900.0,5600.0,15700.0,41400.0,53500.0,20100.0,717.0,856.0,622.0,335.0,1843.0,352.0,1152.0,1043.0,0.531,28800.0,30800.0,31500.0,28400.0,29600.0,34300.0,30100.0,30600.0,204.0,1647.0,33500.0,21100.0,0.63387978076934,185.0,1898.0,35700.0,33200.0,7300.0,20200.0,47100.0,63400.0,22900.0,0.643,194.0,1644.0,41900.0,26100.0,0.74148416519165,0.693,0.602,0.498
