,UNITID,OPEID,OPEID6,INSTNM,AGEGE24,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,SD_EARN_WNE_P10,COUNT_WNE_INC1_P10,COUNT_WNE_INC2_P10,COUNT_WNE_INC3_P10,COUNT_WNE_INDEP0_INC1_P10,COUNT_WNE_INDEP0_P10,COUNT_WNE_INDEP1_P10,COUNT_WNE_MALE0_P10,COUNT_WNE_MALE1_P10,GT_25K_P10,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10,MN_EARN_WNE_INDEP0_INC1_P10,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,SD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_WNE_INDEP1_P6,COUNT_WNE_MALE0_P6,COUNT_WNE_MALE1_P6,GT_25K_P6,MN_EARN_WNE_INC1_P6,MN_EARN_WNE_INC2_P6,MN_EARN_WNE_INC3_P6,MN_EARN_WNE_INDEP0_INC1_P6,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,GT_25K_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,PCT10_EARN_WNE_P8,PCT25_EARN_WNE_P8,PCT75_EARN_WNE_P8,PCT90_EARN_WNE_P8,SD_EARN_WNE_P8,GT_25K_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,GT_25K_P9,GT_28K_P10,GT_28K_P8,GT_28K_P6
3451,223232,354500,3545,Baylor University,0.02999999932944,76.7200012207031,9.57999992370605,3.73000001907348,18.6800003051757,20.579999923706,10.0500001907348,88.1800003051757,73627.32,7.46000003814697,3.11999988555908,11.1300001144409,306.0,2864.0,58400.0,51600.0,15000.0,34000.0,73900.0,98100.0,44300.0,573.0,828.0,1463.0,325.0,2667.0,197.0,1694.0,1170.0,0.824,56600.0,55400.0,60900.0,52700.0,58200.0,61200.0,53300.0,65900.0,183.0,2649.0,46600.0,42600.0,10700.0,27500.0,58400.0,68000.0,45800.0,520.0,705.0,1424.0,354.0,2465.0,184.0,1577.0,1072.0,0.761,43700.0,46500.0,47700.0,37200.0,46600.0,45800.0,42400.0,52700.0,167.0,2431.0,44000.0,29000.0,0.76593995094299,212.0,2807.0,51200.0,47400.0,13000.0,30800.0,65700.0,81300.0,32900.0,0.8,272.0,2820.0,52900.0,37600.0,0.82836878299713,0.821,0.786,0.746
1201,153658,189200,1892,University of Iowa,0.12999999523162,91.5800018310547,3.02999997138977,2.24000000953674,3.76999998092651,19.0,10.1599998474121,94.3799972534179,63769.8,5.36999988555908,2.66000008583068,11.0200004577636,416.0,6204.0,62000.0,51900.0,17300.0,35800.0,73700.0,101700.0,53400.0,1309.0,1641.0,3254.0,494.0,5254.0,950.0,3298.0,2906.0,0.853,67300.0,58700.0,61400.0,56600.0,59100.0,77600.0,55600.0,69200.0,260.0,5734.0,47700.0,42200.0,14600.0,29100.0,58700.0,68600.0,38600.0,1232.0,1475.0,3027.0,510.0,4685.0,1049.0,2887.0,2847.0,0.797,53800.0,45500.0,46200.0,37700.0,44200.0,63200.0,44300.0,51100.0,271.0,5445.0,47300.0,37000.0,0.79357206821441,331.0,6039.0,56100.0,47000.0,16000.0,32700.0,66400.0,87100.0,51400.0,0.827,361.0,5370.0,55500.0,52300.0,0.83147114515304,0.841,0.812,0.769
552,127060,137100,1371,University of Denver,0.27000001072883,83.6500015258789,4.23000001907348,3.40000009536743,12.2100000381469,24.8600006103515,13.9099998474121,89.7699966430664,78120.26,5.28000020980835,2.75999999046325,11.2100000381469,186.0,1453.0,65400.0,56500.0,13000.0,35900.0,83300.0,105000.0,51400.0,481.0,429.0,543.0,91.0,881.0,572.0,887.0,566.0,0.825,66300.0,60300.0,68500.0,58100.0,62600.0,69700.0,57900.0,77100.0,128.0,1219.0,49000.0,44500.0,11700.0,27200.0,62400.0,78500.0,34800.0,329.0,344.0,546.0,109.0,838.0,381.0,737.0,482.0,0.789,48400.0,48600.0,49500.0,35200.0,44000.0,59800.0,45200.0,54700.0,154.0,1349.0,51700.0,43300.0,0.78799110651016,139.0,1434.0,60900.0,54700.0,10500.0,33700.0,77100.0,98300.0,44500.0,0.802,150.0,1254.0,58000.0,46100.0,0.79744815826416,0.829,0.803,0.739
3895,239105,386300,3863,Marquette University,0.07999999821186,85.3499984741211,7.01000022888183,3.03999996185302,6.40000009536743,20.1800003051757,10.6999998092651,91.5299987792968,75591.25,5.17000007629394,2.89000010490417,11.1800003051757,111.0,2384.0,70700.0,62600.0,23600.0,42100.0,85900.0,106000.0,52600.0,399.0,487.0,1498.0,148.0,2096.0,288.0,1287.0,1097.0,0.89,85700.0,68000.0,67500.0,51700.0,66000.0,104900.0,62400.0,80300.0,70.0,1982.0,54000.0,50600.0,17700.0,34500.0,66800.0,79400.0,37800.0,306.0,407.0,1269.0,143.0,1801.0,181.0,1054.0,928.0,0.863,62300.0,49000.0,53500.0,37500.0,51800.0,75900.0,50900.0,57500.0,89.0,2165.0,54000.0,37400.0,0.83556580543518,96.0,2080.0,62400.0,57000.0,19000.0,39300.0,76100.0,93500.0,43700.0,0.887,122.0,2094.0,61800.0,48700.0,0.88347661495208,0.888,0.87,0.834
454,122436,1039500,10395,University of San Diego,0.17000000178813,73.25,4.3600001335144,8.88000011444091,18.579999923706,21.9300003051757,12.8500003814697,81.1299972534179,79883.39,6.59999990463257,3.25999999046325,11.2299995422363,144.0,1375.0,71100.0,60000.0,14500.0,38600.0,87100.0,113700.0,59000.0,444.0,322.0,609.0,147.0,1032.0,343.0,851.0,524.0,0.847,76200.0,66100.0,70000.0,61100.0,65700.0,87100.0,64400.0,81900.0,121.0,1336.0,54800.0,50100.0,10200.0,30900.0,70100.0,86300.0,37600.0,409.0,277.0,650.0,111.0,1002.0,334.0,816.0,520.0,0.813,61900.0,50800.0,52100.0,38300.0,50200.0,68600.0,52500.0,58400.0,125.0,1239.0,57000.0,42500.0,0.80064570903778,131.0,1197.0,65900.0,58400.0,14800.0,35600.0,83600.0,109500.0,54500.0,0.833,116.0,1260.0,60300.0,43400.0,0.82301586866378,0.833,0.82,0.782
1965,179159,250600,2506,Saint Louis University,0.11999999731779,82.5699996948242,11.9300003051757,2.40000009536743,3.75999999046325,20.0,11.5600004196167,93.7799987792968,72169.74,6.17999982833862,3.03999996185302,11.119999885559,142.0,2094.0,64900.0,56500.0,19900.0,38000.0,78900.0,103400.0,52400.0,346.0,530.0,1218.0,181.0,1789.0,305.0,1221.0,873.0,0.86,75100.0,59600.0,64400.0,54000.0,61900.0,83100.0,59400.0,72700.0,126.0,1901.0,47000.0,45700.0,15000.0,30100.0,60800.0,73800.0,26300.0,358.0,497.0,1046.0,150.0,1563.0,338.0,1206.0,695.0,0.79,41300.0,44700.0,50100.0,42100.0,46600.0,48900.0,45900.0,49100.0,105.0,1732.0,49100.0,31100.0,0.81639724969863,135.0,1940.0,54300.0,50900.0,18600.0,34300.0,68500.0,84300.0,33100.0,0.837,152.0,2049.0,57500.0,38600.0,0.86090773344039,0.845,0.828,0.776
982,145725,169100,1691,Illinois Institute of Technology,0.2199999988079,75.6800003051757,10.369999885559,5.61999988555908,11.9399995803833,19.5400009155273,11.4099998474121,83.7300033569336,74075.49,6.59000015258789,3.41000008583068,11.1599998474121,80.0,769.0,78000.0,69100.0,22400.0,44000.0,91900.0,118200.0,64100.0,236.0,235.0,298.0,78.0,538.0,231.0,228.0,541.0,0.903,93800.0,69300.0,72400.0,66200.0,68900.0,99200.0,69500.0,81600.0,66.0,726.0,60400.0,55800.0,13500.0,39000.0,74800.0,93100.0,37300.0,250.0,200.0,276.0,80.0,526.0,200.0,239.0,487.0,0.851,67100.0,58000.0,56200.0,49300.0,53000.0,80000.0,60400.0,60400.0,60.0,614.0,66600.0,54100.0,0.85342019796371,67.0,823.0,71600.0,63300.0,21200.0,45600.0,85900.0,117200.0,47400.0,0.856,61.0,532.0,68700.0,44800.0,0.87781953811645,0.88,0.883,0.837
2947,209551,322300,3223,University of Oregon,0.18999999761581,86.0100021362304,1.87000000476837,4.05000019073486,7.13000011444091,19.6200008392334,11.6599998474121,90.5299987792968,62294.9,7.28000020980835,3.80999994277954,11.0,584.0,4641.0,51300.0,44800.0,10500.0,27700.0,65300.0,84400.0,43100.0,1426.0,1326.0,1889.0,539.0,3559.0,1082.0,2508.0,2133.0,0.768,48000.0,51000.0,54000.0,45900.0,51600.0,50500.0,46300.0,57300.0,453.0,4697.0,39800.0,35600.0,9200.0,22000.0,51400.0,61100.0,29500.0,1362.0,1249.0,2086.0,490.0,3699.0,998.0,2426.0,2271.0,0.667,39200.0,40400.0,39800.0,33900.0,38500.0,44500.0,36400.0,43400.0,497.0,3906.0,39200.0,33600.0,0.69457244873046,468.0,4435.0,47000.0,40800.0,10400.0,25800.0,57700.0,73700.0,46000.0,0.735,591.0,4067.0,44300.0,35600.0,0.73297268152236,0.747,0.714,0.641
459,122612,132500,1325,University of San Francisco,0.18999999761581,62.2799987792968,6.3600001335144,17.0200004577636,17.2999992370605,22.7000007629394,12.9700002670288,75.1999969482422,82472.56,6.55999994277954,3.22000002861023,11.2700004577636,167.0,1593.0,74000.0,62300.0,18000.0,39000.0,98000.0,122100.0,53800.0,346.0,451.0,796.0,181.0,1200.0,393.0,1029.0,564.0,0.84,70600.0,70900.0,77300.0,60300.0,68600.0,90800.0,69900.0,81600.0,153.0,1630.0,58500.0,50000.0,12700.0,30000.0,77200.0,110700.0,46400.0,386.0,463.0,781.0,181.0,1242.0,388.0,1048.0,582.0,0.79,54500.0,55400.0,62300.0,48600.0,53000.0,76200.0,56300.0,62600.0,131.0,1343.0,58700.0,40700.0,0.80119138956069,143.0,1548.0,66400.0,57400.0,12600.0,34200.0,87700.0,118400.0,47500.0,0.822,173.0,1377.0,64600.0,47300.0,0.84386348724365,0.836,0.807,0.769
423,120883,132900,1329,University of the Pacific,0.27000001072883,64.0699996948242,5.59000015258789,13.8000001907348,20.1000003814697,17.9400005340576,9.73999977111816,79.4499969482422,72621.06,9.1899995803833,4.26999998092651,11.1300001144409,126.0,1612.0,84200.0,71700.0,15900.0,41200.0,116500.0,154800.0,57500.0,623.0,423.0,566.0,215.0,1053.0,559.0,957.0,655.0,0.868,90900.0,82800.0,77800.0,69700.0,74600.0,102200.0,78600.0,92300.0,81.0,1163.0,61000.0,51700.0,11600.0,31200.0,79800.0,146200.0,42600.0,421.0,306.0,436.0,176.0,838.0,325.0,691.0,472.0,0.801,62300.0,58300.0,61700.0,49100.0,58200.0,68200.0,58000.0,65500.0,111.0,1248.0,73700.0,52600.0,0.84054487943649,116.0,1518.0,74600.0,62300.0,17100.0,37300.0,102800.0,150900.0,51800.0,0.851,131.0,1440.0,78100.0,54500.0,0.85277777910232,0.854,0.835,0.785
3645,230764,367500,3675,University of Utah,0.37999999523162,88.4000015258789,1.24000000953674,2.32999992370605,9.11999988555908,20.1900005340576,10.5200004577636,90.7099990844726,69474.52,6.05999994277954,3.17000007629394,11.1099996566772,947.0,5527.0,63500.0,53000.0,10400.0,31000.0,80300.0,108700.0,58300.0,2585.0,1913.0,1029.0,375.0,2184.0,3343.0,2187.0,3340.0,0.798,64200.0,65200.0,58800.0,49500.0,54500.0,69400.0,43200.0,76800.0,554.0,5123.0,47200.0,40800.0,9700.0,24700.0,60900.0,79100.0,43500.0,2268.0,1765.0,1090.0,396.0,2027.0,3096.0,2239.0,2884.0,0.727,47700.0,49900.0,41700.0,41300.0,39000.0,52500.0,36000.0,55800.0,750.0,4911.0,47900.0,42900.0,0.73141926527023,745.0,4988.0,55300.0,47100.0,9200.0,28500.0,71000.0,94100.0,49500.0,0.779,881.0,5220.0,54800.0,47300.0,0.77030652761459,0.776,0.758,0.706
3198,216339,337100,3371,Temple University,0.15999999642372,73.8099975585937,17.7600002288818,3.92000007629394,5.46000003814697,16.4200000762939,10.289999961853,89.25,66650.68,8.35000038146972,3.70000004768371,11.039999961853,987.0,9026.0,59000.0,50500.0,12600.0,32100.0,73400.0,92100.0,50000.0,2611.0,2755.0,3660.0,1171.0,7067.0,1959.0,5042.0,3984.0,0.807,65100.0,55400.0,57400.0,48200.0,54900.0,73700.0,55700.0,63100.0,726.0,9232.0,42200.0,39100.0,10200.0,23600.0,55100.0,68800.0,31300.0,2653.0,2531.0,4048.0,1134.0,7338.0,1894.0,4850.0,4382.0,0.717,43300.0,42600.0,41200.0,37300.0,40400.0,49100.0,40400.0,44100.0,756.0,7725.0,46400.0,37400.0,0.75365698337554,828.0,8659.0,50300.0,44800.0,12000.0,29300.0,63100.0,85600.0,38400.0,0.78,780.0,7262.0,49900.0,36100.0,0.77788490056991,0.79,0.766,0.686
1275,155317,194800,1948,University of Kansas,0.11999999731779,87.3000030517578,5.17999982833862,2.31999993324279,5.32000017166137,22.4899997711181,12.3999996185302,93.9100036621093,70891.42,5.23999977111816,2.5,11.1000003814697,481.0,5775.0,59300.0,48800.0,13700.0,32100.0,71000.0,91600.0,55100.0,1262.0,1590.0,2923.0,481.0,4830.0,945.0,2998.0,2777.0,0.816,62800.0,57800.0,58700.0,45100.0,56400.0,74400.0,53900.0,65200.0,323.0,5342.0,45100.0,39200.0,11200.0,26100.0,55100.0,69200.0,45500.0,1205.0,1406.0,2731.0,513.0,4371.0,971.0,2749.0,2593.0,0.751,47700.0,45200.0,44000.0,36100.0,43800.0,51400.0,42900.0,47500.0,308.0,4664.0,43900.0,33100.0,0.75235849618911,393.0,5491.0,52300.0,44600.0,13200.0,30300.0,63600.0,82200.0,47000.0,0.796,420.0,4541.0,48400.0,37500.0,0.78000438213348,0.8,0.78,0.718
952,144740,167100,1671,DePaul University,0.20000000298023,72.4300003051757,13.0200004577636,5.44000005722045,14.1099996566772,20.7199993133544,12.4899997711181,81.8499984741211,76598.6,7.13999986648559,3.53999996185302,11.1899995803833,574.0,4422.0,60200.0,53300.0,12200.0,32800.0,76600.0,99700.0,49800.0,1198.0,1467.0,1757.0,602.0,3354.0,1068.0,2529.0,1893.0,0.804,54900.0,59900.0,64000.0,54700.0,58400.0,65800.0,54300.0,68100.0,433.0,5046.0,46000.0,42100.0,10000.0,26800.0,59700.0,70300.0,33500.0,1366.0,1515.0,2165.0,618.0,3815.0,1231.0,2748.0,2298.0,0.754,43000.0,45700.0,48200.0,40300.0,43600.0,53500.0,43000.0,49700.0,466.0,3767.0,46400.0,36100.0,0.74966818094253,459.0,4525.0,52800.0,47200.0,10700.0,30300.0,67800.0,86300.0,39100.0,0.802,527.0,3857.0,54900.0,44700.0,0.79258489608764,0.793,0.776,0.734
3028,212106,325800,3258,Duquesne University,0.11999999731779,90.25,6.55999994277954,1.46000003814697,1.72000002861022,16.8099994659423,9.90999984741211,95.6399993896484,61274.66,6.44999980926513,3.02999997138977,10.9700002670288,142.0,2272.0,68200.0,58500.0,20800.0,39300.0,87900.0,118800.0,48000.0,450.0,584.0,1238.0,179.0,1833.0,439.0,1379.0,893.0,0.873,67800.0,64900.0,69900.0,52100.0,66500.0,75400.0,65200.0,72900.0,67.0,2026.0,54500.0,48700.0,15100.0,32000.0,67300.0,108000.0,33300.0,285.0,513.0,1228.0,185.0,1830.0,196.0,1195.0,831.0,0.817,50000.0,51700.0,56700.0,45600.0,54100.0,58400.0,55800.0,52700.0,102.0,2143.0,57400.0,37400.0,0.83527767658233,85.0,2013.0,61100.0,52000.0,18400.0,35300.0,79500.0,116800.0,38500.0,0.855,122.0,2066.0,61500.0,37800.0,0.86302030086517,0.856,0.832,0.799
1714,171128,229200,2292,Michigan Technological University,0.03999999910593,92.2300033569336,3.03999996185302,1.35000002384185,2.29999995231628,14.5500001907348,7.61999988555908,96.2300033569336,61737.2,5.98000001907348,3.45000004768371,10.9799995422363,123.0,1635.0,66800.0,66400.0,18100.0,40700.0,87800.0,101300.0,38500.0,236.0,517.0,882.0,181.0,1518.0,117.0,324.0,1311.0,0.874,63400.0,63500.0,69700.0,55500.0,67300.0,60500.0,53500.0,70100.0,63.0,1772.0,54000.0,55200.0,15800.0,32400.0,72500.0,79400.0,27700.0,314.0,528.0,930.0,169.0,1671.0,101.0,393.0,1379.0,0.791,50300.0,50800.0,57200.0,43500.0,53900.0,56900.0,45000.0,56600.0,115.0,1394.0,53400.0,28400.0,0.82352942228317,86.0,1741.0,58400.0,58200.0,16800.0,35700.0,78200.0,93500.0,30700.0,0.85,116.0,1509.0,58200.0,39500.0,0.84956926107406,0.858,0.823,0.792
81,104179,108300,1083,University of Arizona,0.17000000178813,77.5100021362304,3.34999990463256,3.15000009536743,22.5200004577636,18.2199993133544,11.4300003051757,86.4300003051757,64708.31,9.28999996185302,3.26999998092651,10.9899997711181,774.0,6172.0,56000.0,47300.0,12100.0,30600.0,71700.0,99400.0,45300.0,2055.0,1918.0,2199.0,948.0,4681.0,1491.0,3318.0,2854.0,0.8,51700.0,55100.0,60700.0,47300.0,56200.0,55300.0,49100.0,63900.0,598.0,6520.0,41800.0,36900.0,9200.0,23600.0,54000.0,69600.0,29200.0,2043.0,1963.0,2514.0,900.0,5216.0,1304.0,3497.0,3023.0,0.693,39300.0,41000.0,44600.0,35700.0,41900.0,41700.0,38000.0,46300.0,642.0,5756.0,43500.0,32700.0,0.73627519607543,686.0,5971.0,48100.0,40900.0,11700.0,25900.0,62100.0,84100.0,42500.0,0.753,742.0,5902.0,49200.0,40100.0,0.76075905561447,0.78,0.724,0.675
2318,191649,273200,2732,Hofstra University,0.07999999821186,77.4899978637695,11.4300003051757,4.65000009536743,9.80000019073486,18.4699993133544,12.9499998092651,82.3600006103515,86369.03,5.65999984741211,2.99000000953674,11.3100004196167,318.0,3045.0,59900.0,53100.0,13200.0,32000.0,77400.0,102900.0,45400.0,710.0,816.0,1519.0,490.0,2667.0,378.0,1677.0,1368.0,0.814,55500.0,57300.0,63300.0,62600.0,58800.0,68000.0,55200.0,65700.0,184.0,2516.0,42800.0,39900.0,10000.0,24000.0,57400.0,73600.0,26300.0,452.0,595.0,1469.0,377.0,2304.0,212.0,1314.0,1202.0,0.711,40100.0,42900.0,43600.0,36800.0,42400.0,47200.0,41700.0,44100.0,263.0,2741.0,47500.0,38100.0,0.75118571519851,213.0,2714.0,51100.0,46500.0,11600.0,28600.0,67500.0,89600.0,39100.0,0.766,326.0,2916.0,54300.0,44700.0,0.79046636819839,0.787,0.755,0.699
856,140447,158000,1580,Mercer University,0.47999998927116,67.5100021362304,26.829999923706,2.08999991416931,4.57000017166137,16.3999996185302,8.40999984741211,92.5199966430664,67164.94,7.92999982833862,3.10999989509582,11.0699996948242,215.0,2117.0,58200.0,48200.0,13400.0,31400.0,72800.0,114200.0,46300.0,670.0,691.0,756.0,154.0,960.0,1157.0,1532.0,585.0,0.813,55300.0,56600.0,62300.0,55700.0,59900.0,56800.0,52700.0,72800.0,122.0,1492.0,40400.0,36800.0,13000.0,23300.0,53400.0,107000.0,25900.0,494.0,495.0,503.0,98.0,640.0,852.0,1074.0,418.0,0.728,33900.0,41200.0,46100.0,45100.0,39300.0,41200.0,37800.0,47000.0,156.0,1827.0,52900.0,38400.0,0.7909140586853,145.0,1746.0,54800.0,45200.0,14300.0,29900.0,70400.0,111100.0,39000.0,0.797,189.0,1988.0,55000.0,39900.0,0.80130785703659,0.794,0.775,0.672
2374,193654,2066200,20662,The New School,0.34999999403953,71.1800003051757,12.3500003814697,7.07000017166137,13.6000003814697,22.2000007629394,16.0699996948242,79.0599975585937,75464.08,8.97999954223632,3.67000007629394,11.1499996185302,338.0,1503.0,55200.0,44500.0,6100.0,20600.0,74500.0,92600.0,52600.0,548.0,444.0,511.0,195.0,960.0,543.0,1029.0,474.0,0.692,52800.0,62300.0,51500.0,42500.0,50200.0,64000.0,52900.0,60100.0,270.0,1767.0,41300.0,37500.0,6300.0,17400.0,57100.0,76000.0,33600.0,611.0,531.0,625.0,188.0,1213.0,554.0,1265.0,502.0,0.62,38400.0,44400.0,41500.0,36200.0,36600.0,51600.0,42200.0,39000.0,281.0,1257.0,43300.0,40700.0,0.6348448395729,297.0,1545.0,48800.0,41700.0,6300.0,19900.0,67600.0,88200.0,38800.0,0.655,286.0,1257.0,44100.0,38500.0,0.6420047879219,0.664,0.661,0.615
131,106397,110800,1108,University of Arkansas,0.15999999642372,84.9499969482422,7.80999994277954,1.48000001907348,5.21999979019165,15.1999998092651,8.47999954223632,94.6299972534179,52450.53,9.5600004196167,3.79999995231628,10.829999923706,432.0,3140.0,52700.0,44900.0,13000.0,28700.0,67000.0,87200.0,44800.0,1005.0,982.0,1153.0,472.0,2445.0,695.0,1599.0,1541.0,0.767,48600.0,51700.0,57200.0,48600.0,53400.0,50500.0,46800.0,58900.0,295.0,3365.0,40900.0,37100.0,10300.0,23200.0,52800.0,65500.0,30400.0,968.0,1007.0,1390.0,429.0,2677.0,688.0,1629.0,1736.0,0.702,38100.0,40700.0,43200.0,38900.0,40900.0,41100.0,37000.0,44600.0,267.0,2654.0,40800.0,37900.0,0.70384323596954,316.0,3253.0,46900.0,41700.0,10400.0,27400.0,59700.0,76800.0,38700.0,0.766,362.0,2983.0,47200.0,44400.0,0.76466643810272,0.759,0.741,0.669
1335,157085,198900,1989,University of Kentucky,0.15000000596046,89.1100006103515,7.32000017166137,1.37000000476837,2.06999993324279,15.6099996566772,9.85000038146972,96.0800018310547,59287.73,9.0600004196167,2.99000000953674,10.9200000762939,465.0,5127.0,54000.0,45100.0,12600.0,29300.0,68200.0,86400.0,45000.0,1605.0,1522.0,2000.0,598.0,3894.0,1233.0,2652.0,2475.0,0.791,53700.0,52600.0,55300.0,45700.0,52900.0,57600.0,48500.0,59900.0,277.0,4593.0,43500.0,36900.0,10100.0,24000.0,53800.0,68500.0,45600.0,1297.0,1236.0,2060.0,581.0,3655.0,938.0,2291.0,2302.0,0.73,49200.0,42000.0,40700.0,33400.0,39600.0,58600.0,40200.0,46700.0,338.0,4376.0,42200.0,30800.0,0.73194700479507,366.0,4571.0,51700.0,43500.0,13000.0,29500.0,63500.0,80800.0,42500.0,0.776,458.0,4333.0,46300.0,36500.0,0.76113545894622,0.767,0.77,0.683
3692,232186,374900,3749,George Mason University,0.2199999988079,72.1100006103515,12.539999961853,8.05000019073486,9.10000038146972,25.3799991607666,17.4899997711181,81.0100021362304,95275.15,4.01000022888183,2.19000005722045,11.4200000762939,487.0,4078.0,63900.0,59900.0,16300.0,37800.0,85000.0,107000.0,40900.0,1195.0,1313.0,1570.0,478.0,2851.0,1227.0,2247.0,1831.0,0.842,64600.0,64400.0,62900.0,63700.0,62100.0,68000.0,57300.0,71900.0,423.0,4749.0,47000.0,44900.0,12700.0,27700.0,62700.0,79500.0,28100.0,1373.0,1420.0,1956.0,527.0,3314.0,1435.0,2611.0,2138.0,0.765,45800.0,48700.0,46500.0,45100.0,44200.0,53400.0,43400.0,51300.0,398.0,3737.0,52300.0,32000.0,0.8110784292221,423.0,4101.0,56300.0,52600.0,15500.0,33600.0,73700.0,94400.0,37100.0,0.822,437.0,3499.0,59300.0,36800.0,0.84509861469268,0.823,0.803,0.746
453,122409,115100,1151,San Diego State University,0.20999999344348,64.870002746582,5.76000022888183,9.72999954223632,28.5699996948242,17.7099990844726,9.53999996185302,76.1600036621093,68953.33,9.47999954223632,3.9300000667572,11.079999923706,867.0,7236.0,55900.0,51000.0,12600.0,32500.0,73100.0,92000.0,38800.0,2979.0,2174.0,2083.0,1554.0,5076.0,2160.0,4433.0,2803.0,0.803,54300.0,54800.0,59300.0,48700.0,56200.0,55100.0,51500.0,62800.0,707.0,7638.0,41600.0,37700.0,10200.0,23300.0,54300.0,70000.0,28300.0,3167.0,2255.0,2216.0,1352.0,5457.0,2181.0,4464.0,3174.0,0.701,40300.0,41200.0,43900.0,36200.0,40000.0,45700.0,39000.0,45200.0,643.0,6174.0,44400.0,28000.0,0.74878525733947,841.0,8145.0,48500.0,44200.0,12100.0,27800.0,63400.0,83400.0,32300.0,0.769,799.0,6875.0,50100.0,36200.0,0.78778183460235,0.796,0.747,0.676
3818,236939,380000,3800,Washington State University,0.23000000417232,84.2900009155273,2.25,4.26999998092651,7.86999988555908,17.4200000762939,9.46000003814697,89.6800003051757,63710.0,7.73000001907348,4.25,11.0200004577636,694.0,6320.0,56600.0,50600.0,12800.0,32900.0,74800.0,93000.0,39300.0,1793.0,1839.0,2688.0,614.0,4540.0,1780.0,3381.0,2939.0,0.813,53400.0,56200.0,59100.0,50000.0,57600.0,54200.0,49300.0,65100.0,535.0,6537.0,44700.0,40600.0,11900.0,26500.0,58400.0,71300.0,29500.0,1904.0,1860.0,2773.0,561.0,4568.0,1969.0,3483.0,3054.0,0.742,42900.0,45100.0,45800.0,38900.0,43000.0,48800.0,41300.0,48600.0,568.0,5456.0,45800.0,38000.0,0.77199411392211,573.0,5723.0,51000.0,46200.0,13100.0,30400.0,66700.0,82900.0,32600.0,0.803,639.0,5420.0,50200.0,37900.0,0.78985238075256,0.802,0.779,0.728
1278,155399,192800,1928,Kansas State University,0.10000000149011,88.9400024414062,4.44999980926513,1.62999999523162,5.25,17.6900005340576,9.43000030517578,94.8399963378906,59909.03,6.26999998092651,2.57999992370605,10.9499998092651,591.0,6103.0,51900.0,45600.0,13200.0,31200.0,66400.0,85600.0,37100.0,1313.0,1972.0,2818.0,672.0,5206.0,897.0,2894.0,3209.0,0.809,50300.0,49000.0,54700.0,46300.0,52100.0,50900.0,43700.0,59300.0,315.0,5086.0,41400.0,38400.0,11400.0,25400.0,53400.0,65100.0,27000.0,1026.0,1630.0,2430.0,555.0,4388.0,698.0,2438.0,2648.0,0.731,38900.0,40100.0,43400.0,34900.0,41300.0,42200.0,36300.0,46200.0,394.0,5506.0,41100.0,26700.0,0.75136214494705,480.0,5489.0,46600.0,42100.0,12500.0,28300.0,59100.0,74600.0,33300.0,0.787,506.0,6088.0,46300.0,32000.0,0.78334426879882,0.793,0.756,0.707
